age,sexe_nais,genre,genre_autre,ethnie,ehtnie_autre,school,cegep_precisez,cycle_et,regime_et,prog_et,prog_et_precisez,format_cours,traval_hrs,maritale,enfant,cmb_enfant,dx_tr_app,dx_tr_app_lequel,dx_tr_app_precisez,diff_strat_et,type_diff_stra_et,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,perf1,perf2,perf3,perf4,perf5,perf6,perf7,perf8,perf9,perf10,perf11,perf12,perf13,perf14,perf15,perf16,perf17,perf18,perf19,perf20,flexpsy1,flexpsy2,flexpsy3,flexpsy4,flexpsy5,flexpsy6,flexpsy7,flexpsy8,flexpsy9,flexpsy10,flexpsy11,flexpsy12,sep1,sep2,sep3,sep4,sep5,sep6,sep7,sep8,sep9,sep10,qmes1,qmes2,qmes3,qmes4,qmes5,qmes6,qmes7,qmes8,qmes9,qmes10,qmes11,qmes12,qmes13,qmes14,qmes15,qmes16,qmes17,qmes18,qmes19,qmes20,qmes21,qmes22,qmes23,qmes24,qmes25,qmes26,qmes27,ese1,ese2,ese3,ese4,ese5,qeed_ouv,qeed1,qeed2,qeed3,qeed4,qeed5,qeed6,proc_ouvert,eead1_rec,eead2_rec,eead3_rec,eead4_rec,eead5_rec,eead6_rec,eead7_rec,eead8_rec,eead9_rec,eead10_rec,eead11_rec,eead12_rec,eead13_rec,eead14_rec,pps_tot,qpr_rhs,qpr_pp,mpfi_tot,gses_tot,qmes_eng_opt,qmes_sur_eng_scol,qmes_sous_eng_scol,ese_tot
21,Masculin,Masculin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences pures,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,3,3,2,5,4,3,5,5,2,2,4,3,2,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,4,4,2,2,5,3,6,5,3,3,2,4,4,3,4,4,3,3,5,3,8,8,6,6,8,1,4,5,0,4,6,6,7,7,1,2,4,3,6,6,5,4,3,2,3,4,2,2,5,3,,5,4,3,1,1,3,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",4,2,4,1,3,3,3,2,1,1,2,2,3,4,38,21,13,45,33,52,27,44,16
26,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Rimouski,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,2,3,3,4,4,3,4,3,2,2,4,4,4,2,2,2,2,3,4,4,4,4,3,3,4,2,3,3,3,4,5,5,6,5,5,5,3,4,5,5,5,5,3,3,3,1,2,3,2,3,3,3,6,4,4,8,4,6,5,2,2,7,5,3,6,6,2,6,4,3,6,5,6,8,3,1,3,6,2,6,6,6,6,2,,1,1,1,5,5,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,1,4,1,4,4,2,3,1,3,3,1,4,1,33,20,44,58,26,55,39,29,26
22,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,0-5 heures,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,2,4,4,2,2,3,3,2,2,1,5,5,5,3,3,3,3,3,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,2,3,2,3,3,2,4,4,3,3,3,4,4,4,4,3,3,3,3,6,5,7,6,8,2,6,6,1,6,4,2,7,6,1,7,6,2,7,5,2,6,8,1,7,2,3,6,7,5,6,5,,4,3,4,2,3,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,2,3,1,3,4,1,4,1,3,4,2,3,1,28,27,58,38,34,58,50,21,29
22,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Science environmental,Partiellement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,2,5,4,3,4,2,5,4,2,2,4,4,3,1,4,2,2,4,4,4,5,5,5,4,4,5,3,3,3,2,4,2,6,5,3,5,2,3,5,4,2,4,3,2,2,3,4,4,3,2,2,2,3,3,7,6,4,3,5,2,8,2,2,8,8,6,6,8,5,8,2,3,8,7,1,5,6,6,7,5,1,1,4,1,,5,3,4,3,2,5,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,2,2,3,1,3,3,1,4,2,3,3,1,1,36,20,51,45,27,47,32,60,12
39,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),ENAP,Deuxième cycle (Maîtrise ou DESS),Temps partiel,Sciences gestion/administratives,,Complètement à distance (en ligne,26 heures et plus,Conjoint de fait,Oui,3,Oui,TDA/H,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à bien préparer mes examens.",2,2,3,4,2,2,2,4,4,3,1,5,4,4,5,4,5,4,4,4,4,4,5,2,2,2,1,4,4,2,3,5,5,6,5,5,6,5,4,5,5,6,6,4,3,3,4,4,3,3,4,4,4,7,2,7,7,5,4,7,8,5,5,3,8,8,8,3,8,8,3,4,3,5,8,8,2,8,8,5,2,2,2,4,1,,4,4,4,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,2,3,1,3,4,2,2,2,2,2,1,4,1,29,31,41,63,36,62,53,42,11
22,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Non,,1,2,2,3,2,3,2,3,2,1,1,5,4,4,3,3,3,5,3,4,4,3,4,2,4,4,2,2,2,3,3,4,4,3,3,4,4,4,5,3,3,5,4,3,3,3,3,4,4,4,4,3,4,6,2,4,7,7,2,7,6,3,3,3,7,8,6,3,5,7,1,5,2,3,8,3,3,5,8,4,5,2,6,6,7,,5,3,2,3,2,2,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,2,4,1,2,4,3,4,2,3,3,2,3,1,22,27,40,46,35,54,44,30,26
23,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences santés,,Complètement à distance (en ligne,0-5 heures,Marié(e),Non,,Oui,"Dyslexie, Dysorthographie",,Oui,J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.,2,3,2,2,2,4,2,1,2,1,1,5,5,5,5,5,5,5,4,3,4,3,3,3,3,4,2,4,3,2,4,4,5,5,4,4,5,3,3,4,4,5,5,4,3,3,3,4,4,4,4,4,4,5,2,3,6,8,5,6,6,1,6,4,6,8,8,0,8,6,0,5,3,4,8,8,1,8,3,0,6,5,7,7,5,,5,5,4,2,1,2,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,1,4,1,4,3,3,4,1,2,4,3,4,4,22,35,42,51,37,60,48,20,30
23,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,11-15 heures,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,4,4,4,5,4,3,4,3,3,5,4,4,2,5,4,4,3,4,3,3,2,4,4,3,2,2,2,2,2,5,3,5,3,2,4,2,2,3,4,5,5,4,2,3,2,3,4,3,3,2,3,1,0,0,4,4,7,1,8,8,1,0,8,5,6,7,1,8,7,1,0,6,4,5,7,4,6,7,3,1,1,6,1,,5,5,5,4,3,3,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),1,4,2,2,2,3,3,2,2,2,3,3,3,3,40,28,36,43,29,22,37,57,12
22,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep de Granby,Cégep,Temps plein,Sciences santés,,Partiellement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",1,3,5,5,1,2,2,1,2,1,1,5,4,3,5,4,3,5,5,5,4,4,5,5,2,4,5,3,5,2,5,2,4,2,4,2,2,1,1,5,4,6,6,4,4,3,1,2,4,1,3,3,1,8,8,8,8,6,8,8,8,0,8,8,2,6,8,0,8,8,0,8,8,0,8,2,0,8,8,0,7,7,7,7,7,,5,2,3,1,4,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,1,2,1,2,4,2,1,2,2,3,1,3,1,24,29,54,39,26,70,64,18,35
25,Féminin,Féminin,,Blanc-Caucasien,,Université de Montréal,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,6-10 heures,Conjoint de fait,Non,,Non,,,Non,,1,1,1,2,1,1,1,2,1,1,1,5,5,5,3,5,4,3,3,5,4,2,2,4,3,2,2,4,3,2,4,4,4,5,3,5,5,5,4,5,5,5,6,4,4,4,4,4,4,3,4,4,4,7,6,2,8,8,0,8,5,1,8,6,3,8,6,0,8,5,0,8,5,0,8,8,0,8,2,0,7,4,4,5,5,,4,1,1,2,2,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,3,4,1,4,1,4,4,1,4,1,13,30,40,56,39,71,51,6,25
22,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),HEC Montréal,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,21-25 heures,Célibataire,Non,,Non,,,Non,,1,1,2,1,1,1,2,1,3,1,1,5,4,4,2,5,3,4,3,2,3,1,1,1,1,2,1,1,1,2,2,6,6,6,5,4,6,6,5,5,6,6,6,4,4,4,4,4,4,3,4,4,4,6,7,6,8,2,0,8,0,0,8,1,6,7,0,0,5,0,0,7,2,1,8,2,0,6,1,0,7,7,7,7,7,,5,2,1,3,2,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,4,4,2,4,1,3,4,1,4,1,15,27,21,67,39,63,15,13,35
26,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,16-20 heures,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",1,1,2,4,3,4,3,3,3,1,1,5,5,5,4,4,3,2,4,5,4,4,1,1,2,1,1,4,2,4,4,5,5,5,5,4,4,2,3,5,5,5,6,4,1,4,4,4,4,4,4,4,4,6,2,8,8,2,1,8,6,4,6,2,8,8,8,0,8,8,3,6,2,6,8,1,0,5,4,3,6,2,6,6,7,,4,3,4,2,3,2,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,1,4,1,3,4,2,2,2,3,3,1,4,1,26,28,37,54,37,63,35,33,27
20,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,5,5,4,4,4,5,5,3,1,5,5,4,5,5,5,5,4,3,4,5,4,3,3,5,5,5,5,5,5,4,5,6,6,4,4,6,5,6,4,6,6,4,4,3,4,4,4,4,4,4,4,6,2,8,8,8,3,8,1,0,8,6,5,8,8,4,8,4,2,6,4,8,8,2,2,8,0,5,6,7,7,7,6,,5,5,5,1,1,5,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,2,3,1,3,4,1,2,2,2,1,1,3,1,44,34,56,62,39,68,35,37,33
27,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,Lévis Lauzon,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Non,,1,2,2,3,2,2,2,3,1,1,1,5,5,5,2,4,2,3,5,5,5,4,4,4,4,5,2,5,3,4,4,4,5,6,4,5,5,5,5,6,6,6,5,4,2,4,4,4,4,4,4,4,4,7,7,5,7,8,0,8,6,0,8,4,0,8,4,0,8,7,0,8,4,3,8,4,0,8,0,0,7,6,7,7,5,,5,1,1,2,4,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,2,4,1,4,2,3,3,1,3,1,20,26,54,62,38,70,44,8,32
24,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences santés,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.,1,2,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,5,4,5,5,4,3,3,5,5,3,2,2,2,3,3,4,4,4,3,3,2,3,5,5,5,4,3,3,3,3,3,3,3,3,3,3,6,4,2,4,6,1,5,6,2,4,5,3,6,1,1,6,5,1,7,1,2,7,3,1,6,2,2,6,5,6,6,6,,4,2,2,3,4,2,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,4,1,3,4,2,3,2,3,3,1,3,1,12,32,46,45,30,51,33,15,29
25,Féminin,Féminin,,Blanc-Caucasien,,Université de Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences humaines/sociales,,Complètement à distance (en ligne,21-25 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,3,5,5,5,4,4,5,2,1,5,4,5,5,4,4,5,4,3,3,3,5,3,3,3,2,4,5,5,5,4,4,5,2,5,4,2,3,3,2,3,3,3,3,2,3,3,4,3,4,2,4,2,2,6,3,2,6,6,8,4,8,2,8,5,8,3,6,8,2,5,5,8,6,2,0,6,8,4,4,2,2,4,3,,4,4,5,1,2,1,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,3,2,1,3,3,3,2,3,3,3,3,3,2,42,32,48,40,31,47,45,41,15
21,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,3,2,2,3,3,2,3,3,3,4,3,4,4,5,3,6,3,5,4,4,5,3,4,5,5,5,4,5,3,4,5,5,5,5,3,4,2,4,3,2,2,,5,3,3,4,3,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,3,2,2,2,4,3,3,3,4,2,3,3,1,35,21,39,41,28,41,35,39,13
23,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences santés,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,J'ai de la difficulté à gérer mon temps.,4,2,4,3,2,2,1,4,2,1,1,5,4,4,5,2,3,2,2,3,3,3,5,2,2,4,2,2,4,2,1,4,3,5,4,3,3,4,3,2,2,5,4,3,2,1,3,3,4,3,3,3,2,5,2,6,3,2,5,6,4,6,4,2,7,5,2,3,5,5,5,3,0,1,4,0,3,5,1,6,2,2,1,1,2,,5,5,5,2,2,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,2,3,1,1,3,3,4,3,3,2,3,3,2,26,25,35,42,27,40,18,42,8
29,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,11-15 heures,Conjoint de fait,Non,0,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,5,5,4,1,4,2,4,5,4,2,5,5,5,4,4,2,5,5,5,5,5,5,5,5,3,5,4,2,5,2,3,3,4,4,3,4,2,2,1,4,3,4,3,2,2,3,3,4,3,2,3,4,6,4,5,6,8,6,6,7,6,4,5,6,8,8,1,4,6,6,3,3,6,7,8,1,7,5,5,3,4,3,6,5,,4,3,5,2,2,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,2,4,2,2,3,2,2,1,4,4,2,4,1,40,30,56,37,29,51,54,42,21
25,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).,1,3,2,2,4,3,3,4,2,1,2,5,5,4,3,2,2,3,3,2,3,2,3,2,3,4,2,2,3,2,5,4,5,5,4,6,6,5,5,6,6,6,6,4,3,3,4,4,4,4,4,4,4,7,7,1,6,5,0,7,0,0,7,0,2,7,5,0,7,6,1,8,7,1,8,5,0,7,4,0,6,6,6,6,5,,4,3,3,2,2,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",3,1,4,1,3,4,1,3,2,3,4,1,4,1,27,24,36,64,38,64,39,5,29
22,Féminin,Féminin,,Blanc-Caucasien,,Université de Sherbrooke,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Éducation (enseignement au préscolaire et primaire),Complètement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Non,,1,2,3,3,2,3,1,1,3,1,1,5,5,5,5,4,3,5,4,3,4,2,3,2,3,3,2,3,3,2,4,3,2,5,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,2,5,8,6,4,5,6,4,6,3,6,7,7,5,6,7,3,6,3,2,7,7,4,6,5,3,4,3,5,5,4,,4,3,4,3,3,4,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,1,4,1,2,4,2,3,2,4,4,1,3,1,21,32,38,50,30,56,46,36,21
34,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Non,,1,2,5,1,1,2,1,2,4,1,1,4,4,4,5,4,5,4,3,5,4,3,4,2,3,3,3,4,3,2,4,4,5,5,4,5,5,3,5,4,4,5,5,4,4,3,4,4,4,2,3,4,4,6,3,5,8,8,3,3,7,1,8,6,8,8,8,1,3,8,1,7,2,5,8,8,1,7,4,4,2,2,2,7,6,,3,4,4,1,4,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,1,2,1,1,3,3,3,2,3,2,2,4,1,21,30,43,54,36,58,54,29,19
23,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,2,5,4,4,4,3,4,4,1,1,5,4,5,4,4,4,4,4,5,4,4,5,4,5,4,3,5,4,5,2,2,2,6,5,5,6,2,3,4,3,3,3,4,3,3,3,4,3,3,3,3,2,4,3,3,7,7,5,7,7,7,7,5,6,5,5,2,5,7,6,6,6,5,5,5,0,5,5,3,5,5,3,3,1,,3,1,1,4,4,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),1,2,2,3,1,3,2,2,3,2,3,3,2,1,34,30,54,44,31,51,50,37,17
27,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,0-5 heures,Célibataire,Non,,Non,,,Non,,2,1,1,2,1,2,1,2,1,1,1,5,5,4,3,1,3,3,3,3,1,1,1,1,3,2,1,1,1,1,1,5,4,5,4,4,4,3,5,4,4,3,6,3,2,4,3,4,4,3,3,3,4,7,4,3,8,7,0,6,0,0,5,1,1,8,3,0,8,1,0,8,0,1,8,0,0,0,0,0,7,7,7,7,7,,1,2,1,1,1,1,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,1,1,2,4,2,4,2,3,3,2,3,1,15,24,20,51,33,58,16,5,35
59,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),limoilou,Cégep,Temps plein,Autres,construction textile,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Non,,,Non,,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,6,6,3,4,4,4,4,4,4,4,3,4,7,7,7,8,6,0,6,8,6,8,8,8,8,8,0,8,8,6,8,6,8,8,6,0,8,6,1,7,7,7,6,7,,1,1,1,4,4,1,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,1,4,1,2,4,3,3,1,4,2,1,4,1,11,35,54,55,38,69,63,36,34
18,Féminin,Féminin,,Blanc-Caucasien,,Collège Shawinigan,,Cégep,Temps plein,Autres,Soins prehospitaliers d'urgence,Partiellement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,4,4,5,5,4,4,4,4,5,4,4,3,4,3,2,4,3,1,2,3,2,3,2,4,3,1,1,1,1,2,4,5,6,5,3,3,2,3,4,4,5,4,3,4,2,3,4,4,4,4,4,4,7,7,7,6,5,0,7,6,4,6,6,5,6,7,0,6,8,0,6,6,5,6,3,0,7,5,1,5,4,3,5,5,,5,5,5,2,2,3,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,2,2,1,1,3,3,2,3,2,1,2,2,4,48,23,26,48,36,57,53,22,22
18,Féminin,Féminin,,Blanc-Caucasien,,Collège Shawinigan,,Cégep,Temps plein,Autres,Soins préhospitalier d’urgence,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,3,4,4,3,4,4,3,2,1,5,3,3,3,3,2,2,2,4,2,4,3,2,4,3,2,2,2,2,2,3,2,5,3,2,2,2,2,4,3,2,2,3,2,3,2,2,4,2,1,2,2,5,1,8,5,4,0,8,6,4,0,4,7,5,4,0,8,5,5,7,7,7,5,5,0,7,3,3,5,5,5,7,7,,5,5,4,5,2,2,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,2,2,3,1,3,2,2,1,3,3,2,2,1,34,21,34,32,23,50,39,34,29
26,Féminin,Autre (spécifier ci-dessous,Genderqueer,Blanc-Caucasien,,Université du Québec à Montréal,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,0-5 heures,Célibataire,Non,,Non,,,Non,,2,3,2,1,2,2,1,2,1,1,1,5,5,5,4,5,4,4,4,4,4,3,5,3,5,4,4,4,4,4,4,1,1,3,3,5,3,1,2,4,4,4,4,4,3,4,2,3,4,3,4,4,4,8,7,1,8,7,0,6,5,1,8,6,4,8,7,0,8,5,0,8,5,0,7,7,0,7,4,0,7,7,7,6,7,,4,5,4,1,3,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,3,1,2,4,2,4,2,4,3,2,4,1,18,32,52,35,35,68,53,6,34
21,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Non,,1,1,3,2,2,2,2,3,1,1,1,5,4,4,4,3,3,3,4,3,4,3,2,1,2,2,2,2,2,1,2,3,4,5,4,4,4,3,3,4,5,4,5,4,2,3,3,3,4,2,2,3,3,6,5,5,8,6,2,6,8,3,5,6,3,8,4,0,4,5,2,7,5,1,8,4,1,4,3,0,5,4,5,5,4,,4,2,2,1,2,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,1,3,1,1,3,3,4,4,4,1,1,3,1,19,26,30,48,29,56,46,17,23
